id,Titel,Body,Kategorie,Datum,Quelle
161,Denuklearisierung gestartet: Kim Jong-un überstellt erste Atomwaffe an Washington,"Gemäß Vereinbarung begann Nordkorea heute mit der Überstellung der ersten Atomwaffe an Washington. Die Lieferung geht direkt ans Weiße Haus, erklärte das nordkoreanische Propaganda-Fernsehen, das die Aktion derzeit live überträgt. 
PJÖNGJANG – „Alle unsere Atomwaffen per nordkoreanischer Luftpost an die USA ausliefern – wir haben unseren Teil der Abmachung erfüllt“, erklärte Kim Jong-un, laut dem die Lieferung in Washington gegen 04:45 Uhr früh Ortszeit eintreffen wird.
US-Präsident Donald Trump zeigte sich erfreut und sprach von einem großen Sieg. Er will zum Ankunftszeitpunkt mit Lichtbildausweis vor das Weiße Haus treten, um die Lieferung in Empfang zu nehmen. Sollte der Präsident gerade nicht zu Hause sein, werden die Waffen beim Handy-Shop nebenan hinterlegt.
Gleichzeitig forderte Trump die „Schurkenstaaten“ Kanada und Deutschland auf, ihre Atomwaffen ebenfalls sofort nach Washington zu schicken. Beide Länder kündigten bereits an, ihre Beziehungen zu den USA wieder verbessern zu wollen und daher ein Atomwaffenprogramm zu starten. „Deutschland hat schon zweimal bewiesen: Wir sind ein verlässlicher Partner, wenn es darum geht, die Welt in Schutt und Asche zu legen. Wir schaffen das“, so Angela Merkel.


Mehr Handel
Als Gegenleistung für die zugesicherte Denuklearisierung wollen die USA erstmals Handelsbeziehungen zu Nordkorea aufnehmen. Besonders der Handel mit dem Top-Exportartikel „Demokratie“ wird forciert. Ein Flugzeug der U.S. Air Force mit den ersten 10 Megatonnen Demokratie soll bereits morgen in Pjöngjang eintreffen.

",Welt,2018-06-13 11:57:27,Reuters
162,Das ist das Cordoba von Kim Jong-un – Gastkommentar von Hans Krankl,"1:0 für Nordkorea! Millionen Politik-Fans rund um den Erdglobus und auf der ganzen Weltkugel, ja teilweise sogar international haben mitgefiebert, heute beim Match von Singapur zwischen Donald Trump und Kim Jong-un.
Ein Wahnsinn, wie der quirlige Nordkoreaner dem unmotivierten Ami da die Frucht brutal ins diplomatische Kreuzeck reingezimmert hat. Ein Augenschmaus für Seele und Gehirn!
Kim ist sicherlich militärisch nicht der wendigste und auch kein guter Techniker (Stichwort veraltete Atomsprengköpfe aus dem Jahre 1978). Aber mit seiner – wie wir auf Wienerisch gerne salopp sagen – gestauchten Statur immer ein unangenehmer Gegner, der dich mit einer Blutgrätsche überraschen kann.
Heißt: Kim Jong-un ist für mich ohne Zweifel die beste Rakete seit unserem Jimmy “Jimmy” Hoffer.


Als ich Teamchef war von Österreich, hat Kim Jong-un nie ein schlechtes Wort über mich gesagt. Heißt: Also mache ich auch keine negative Aussage über seine Fehler (Verwandte, usw). Niemand ist perfekt, außer ich (Hans Krankl).
Aber wenn ich den Trump, diesen eigensinnigen Imperialisten ohne Teamgeist seh, da geht mir’s G’impfte auf (Erklärung: Mir gehen da Impfungen auf). Auch wenn er sicher ein guter Trainer von USA ist, nichts für ungut.




Das Spiel jedenfalls war pippifein zum Anschauen und ein Gustostückerl internationaler Beziehungen. Seit gestern jedenfalls bin auch ich ein großer Fan der “Rakete”, oder lasst es mich für euch doch einfach in einem lustigen Wortspiel sagen –  “I werd korea’n’arrisch!”
PS: Hoffentlich gewinnt Nordkorea auch gegen Deutschland…scheiß Deutschland.

Hans Krankl ist „Österreich“-Kolumnist und analysiert für die Tagespresse das weltpolitische Geschehen.
",Welt,2018-06-12 12:53:46,Reuters
163,Kann er den irren Diktator bändigen? Ganze Welt hofft auf Kim Jong-un,"Die ganze Welt blickt morgen nach Singapur, wo Nordkoreas Staatsoberhaupt Kim Jong-un auf US-Präsident Donald Trump trifft. Beobachter sind gespannt: Wird es dem charismatischen Jungpolitiker gelingen, den irren Diktator aus den USA in die Schranken zu weisen?
SINGAPUR — „Wissen Sie“, sagt Kim Jong-un und lehnt sich in der Hotellobby in seinen Stuhl zurück, „man fragt mich oft: Kim, warum tust du dir das an? Aber ich will diesen imperialistischen Kriegstreiber stoppen – für uns alle!“ Unter dem Beifall der Menge lässt Kim-Jong-un eine Friedenstaube aus dem Ärmel seiner Uniform fliegen.
Der nordkoreanische Präsident warnt: „Trump hat die Bombe, er beseitigt Vertraute, die ihm nicht passen. So jemand an den Schalthebeln der Macht ist nicht nur eine Gefahr für den Westen, sondern für unsere ganze schöne Mutter Erde. Was für eine Welt wollen wir unseren Kindern überlassen?“
Dramatische Lage
Seit Jahren prangern Aktivisten die humanitäre Situation in den USA an. Dissidenten, denen die Flucht nach Mexiko gelang, sprechen von katastrophalen Zuständen. Es gibt keine Gesundheitsversorgung, eine unkontrollierbare Bande („Polizei“) zieht willkürlich mordend durchs Land, die kritische Presse wurde mundtot gemacht.


Fingerspitzengefühl
Kim Jong-un steht vor seiner schwierigsten Aufgabe. Die explosive Lage erfordert diplomatisches Fingerspitzengefühl. Ein gemeinsames Golfspiel wurde vorsorglich bereits abgesagt. Denn Trump gilt als schlechter Verlierer – und Kim Jong-un ist bekannt dafür, alle 18 Löcher mit insgesamt sieben Schlägen zu spielen.

",Welt,2018-06-11 12:09:47,Reuters
164,Endlich: Regierung sprengt Moschee am Karlsplatz,"Die Regierung schließt sieben Moscheen. Für Vizekanzler Heinz-Christian Strache ein persönlicher Sieg: Schon zwei Jahre lang führte er einen verbissenen Kampf gegen eine Moschee am Karlsplatz in Wien. Das muslimische Gotteshaus soll nun in einem symbolischen Akt gesprengt werden.
WIEN — „Dieses Schandmal der Islamisierung mitten in Wien muss weg“, erklärt Strache. „Jetzt ist es endlich soweit!“ Unter Anwesenheit eines Krone-Fotografen hängt der Vizekanzler einer muslimischen Jesusstatue in der Moschee mehrere Sprengstoffstangen um.
Auch FPÖ-Politiker Harald Vilimsky freut sich. Er möchte den Anlass feiern und sich in der Moschee einschließen lassen, um die Sprengung hautnah von innen zu erleben.
Effektiv
Die Maßnahmen gegen Moscheen zeigen laut Innenministerium bereits enorme Wirkung. In den vergangenen Stunden konnte in ganz Österreich kein einziger islamistischer Terroranschlag registriert werden, sagt ein Polizeisprecher.


Augenzeuge Manfred H., 58, ist euphorisch. „Endlich is die Karlsmoschee weg, die war ja ned zum Anschauen. Was mir auch noch ein Dorn im Aug is, is dieses scheiß Donauturm-Minarett. Bitte auch schleunigst sprengen, danke!“
Thront hoch über Wien: Das Donauturm-Minarett. (Foto: Manfred Werner – CC by-sa 3.0)
Weitere Schritte
Insidern zufolge plant die Regierung weitere Schritte im Kampf gegen die Islamisierung. Neben der Abschaffung von arabischen Zahlen stehen auch Kaffeehäuser und Algebra auf der Abschussliste. „Muslimische Mathematik muss raus aus dem Lehrplan“, sind sich Kurz und Strache einig. Stattdessen soll in Schulen zukünftig wieder traditionell mit dem Abakus gerechnet






",Politik,2018-06-08 12:36:24,Reuters
165,Die fünf schönsten Strände am Wienfluss,"Wenn die Temperaturen ansteigen, zieht es viele Wiener ins kühle Nass. Doch wohin? Rechtzeitig vor der Badesaison präsentieren wir Ihnen die fünf schönsten Traumstrände am Wienfluss. 

Kennedybrücke
Doris Antony, Berlin/CC-BY-SA 3.0
Linke Wienzeile 224
Ralf Roletschek / Roletschek.at
Hadikgasse
GuentherZ / Wikipedia / CC-BY-SA 3.0
Auffahrt Westautobahn
GuentherZ / Wikipedia / CC-BY-SA 3.0
Proschkogasse
GuentherZ / Wikipedia / CC-BY-SA 3.0
",Leben,2018-06-07 12:02:46,Reuters
166,Für Weg zum Parlament: Frauen müssen Peter Pilz Platz in U-Bahn überlassen,"Für Peter Pilz rückt der Wiedereinzug ins Parlament in Griffweite. Die Wiener Linien reagieren jetzt mit neuen Hausregeln. Frauen müssen ab sofort für Peter Pilz Platz machen und auf ihre Plätze in der U-Bahn verzichten. So kann Pilz nach seiner Rückkehr problemlos zum Parlament anreisen.
WIEN – Obwohl die U-Bahn bereits die Türen schließt, zwängt sich Peter Pilz noch schnell in den Waggon. „Diese Durchsage mit dem ‚Zurücktreten Bitte’ gilt nicht für mich“, lächelt Pilz.
Dann fordert er eine junge Frau auf, sie solle doch bitte kurz Platz für einen Aufdecker machen. „Ich würde ihr ja gerne beim Aufstehen unter die Arme greifen. Aber wenn in diesem Waggon irgendeine Schnepfn vom Falter sitzt und ein Foto macht, spielts schon wieder Granada für mich“, lacht er.
Charme
Eine Station später. Pilz wechselt die Garnitur und steuert auf eine schwangere Frau zu. „Man muss da auch ein bisserl charmant sein“, sagt Pilz. Die Frau erkennt Pilz, schlägt mit dem Notfallhammer ein Fenster ein, springt hinaus und rollt sich auf den U-Bahngleisen ab. Pilz schreit „Danke, sehr lieb“ aus dem zerbrochenen Fenster und setzt sich zufrieden.


Kritik, die Liste Pilz würde Frauen schlechter stellen, lässt der als egozentrisch geltende Parteigründer nicht gelten: „Frauen sind für mich ganz normale Objekte zweiter Klasse wie alle anderen auch.“ Die Zukunft bei der Liste Pilz gehöre ohnehin den Frauen, „nur die Gegenwart gehört mir“, so Pilz.

",Politik,2018-06-06 13:38:22,Reuters
167,"Keine Ausbildung, schlechte Deutschkenntnisse: Regierung schiebt sich ab",,Foto,2018-06-06 10:58:14,Reuters
168,Hohe Anforderungen: Kickls Polizeipferde müssen Deutsch sprechen,"Innenminister Herbert Kickl (FPÖ) beginnt mit der Suche nach Pferden für die Polizei. Doch die Anforderungen an potenzielle Bewerber sind hoch. Gefragt werden neben Staatsbürgerschaft und einwandfreiem Leumund auch verhandlungssichere Deutschkenntnisse. 
WIEN – „Angesichts der dramatischen Lage in unseren Tierheimen, wo schon 60% von Ausländern belegt sind, ist das ein wichtiges Signal an heimische Tiere“, so Kickl. Bewerber müssen Deutsch mindestens auf B2-Niveau beherrschen oder ein AMA-Gütesiegel vorweisen können.
Eingesetzt werden die Pferde in der elitären Spezialeinheit „Corps berittener Rösser Abteilung“, kurz „Cobra“. Dort sind sie auf Anweisung Kickls für extrem gefährliche Einsatzbereiche wie Bombenentschärfung, Geiselbefreiung und Pizzeria-Räumungen zuständig.
Schwierige Suche
Doch die bisherigen Bewerber enttäuschten. Von acht Pferden konnten nur fünf so gut deutsch wie ein durchschnittlicher Polizeischüler. Kickl will daher als Arbeitgeber attraktiver werden und plant im Ministerium Anti-Diskriminierungsmaßnahmen. Bewerben sich künftig eine Frau und ein Pferd mit gleicher Qualifikation für dieselbe Stelle, erhält das Pferd den Vorzug.


Bis 2020 soll der Anteil der Pferde im Innenministerium auf 50% angehoben werden, auch in Leitungspositionen.

",Politik,2018-06-05 18:06:56,Reuters
169,Putin in Wien: Protokoll eines Staatsbesuchs,"Der russische Präsident Wladimir Putin reist zum sechsten Mal nach Wien. Dort erwartet ihn ein dichtes Programm. 
11:45 Uhr – Putin wird mit militärischen Ehren empfangen. Soldaten stehen Spalier, Panzer fahren auf, Pferde fliegen in Eurofightern über die Hofburg. Die Garde-Kapelle spielt unter der Leitung von Hofkapellmeister John Otti die neue russische Nationalhymne „Immer wieder Russland“.
12:00 Uhr – Der russische Präsident schüttelt allen schwarz-blauen Ministern die Hände. Sebastian Kurz erleidet einen Handgelenksbruch. Die Feuerwehr fährt Putin mit der Leiter zu Bildungsminister Faßmann hoch.
12:10 – Putin spricht gleich eingangs die prekäre humanitäre Lage in Österreich an und fordert das Ende des repressiven Polizeistaats.


13:00 Uhr – Putin trifft im Pressefoyer führende österreichische Journalisten zum Plausch. Er lädt Armin Wolf auf eine Datscha in einem sibirischen Gulag ein.
13:30 Uhr – Großräumige Platzsperre im ersten Bezirk. Mehrere Hofratswitwen können nicht ins Café Central vordringen und kollabieren in ihren SUVs.




14:00 Uhr – Putin und eine FPÖ-Delegation ziehen sich in ein Séparée eines Gürtellokals zurück. Es fließt reichlich Prosecco und Krimnatursekt.
14:15 Uhr – Putin holt zehn neue Dolmetscher hinzu. Er selbst spricht zwar perfekt Deutsch, hat jedoch Probleme, die FPÖ-Delegation sinnerfassend zu verstehen.
16:00 Uhr – Best Practice Workshop mit Verteidigungsminister Kunasek: Die Annexion der Krim – ein Musterbeispiel für Südtirol?
16:45 Uhr – Der OMV-Vorstand überreicht Putin als symbolisches Geschenk 50 Liter Erdöl, das aus Robert Lugars Haar gewonnen wurde.
17:30 Uhr – Putin trifft den russischen Facebook-Bot HC Strache und installiert ein Software-Update auf Windows 2000.
18:00 Uhr – Kranzniederlegung durch Putin beim Denkmal der Roten Armee am Schwarzenbergplatz.
18:05 Uhr – Kranzverbrennung durch Harald Vilimsky beim Denkmal der Roten Armee
19:30 Uhr – Die angemeldete Demonstration beginnt mit etwa 100 Teilnehmern. Putin löst auf eigenen Wunsch die Kundgebung friedlich auf. Laut Krone.at gibt es 100 leichtverletzte Demonstranten und 38.000 schwerverletzte Polizisten*.
19.45 Uhr Albertina. Putin eröffnet gemeinsam mit Kulturminister Gernot Blümel die Kunst-Ausstellung „The Magic of Tanja Playner“.
21:45 Uhr – Russisches Roulette im VIP-Bereich des Volksgartens. Vilimsky besteht darauf, dass sechs Kugeln im Revolver sind und beginnt.
21:47 – Rettungseinsatz im Volksgarten.
01:00 Uhr – Feierliches Abendessen beim McDonalds am Schwedenplatz.
04:34 Uhr – Präsident Van der Bellen beendet im Beisein streunender Dachse und unter frenetischem Jubel mehrerer Betrunkener und Obdachloser seine Eröffnungsrede vor der Hofburg.
*seit dem Jahr 2000

",Politik,2018-06-05 12:04:25,Reuters
170,Armin Wolf und Wladimir Putin: Ein Interview in Zitaten,"Heute um 20:15 strahlt der ORF das Interview von Armin Wolf mit Wladimir Putin aus. Die Tagespresse hat die besten Zitate des wichtigsten Manns der Welt, und jene von Wladimir Putin.
–
Wolf: Schönen guten Abend, mein Name ist Dr. Armin Wolf.
Putin (zu seinem Berater): Ich dachte, man schickt mir einen Star-Moderator von Weltformat. Wo ist dieser Rainer Pariasek?


–
Wolf: Repressionen gegen Medien. Inhaftierungen von Journalisten. Vernichtung des kritischen Journalismus. Finden Sie all das nicht problematisch?




Putin: Natürlich läuft nicht immer alles glatt ab. Aber unser Mann in Wien, Norbert Steger, hat da klare Visionen, die er auch bei Ihnen umsetzen wird.
–
Wolf: Warum sprechen Sie so gut Deutsch?
Putin: Ich habe drei Jahre lang mit meinem guten Freund Juri Gudenow die Songtexte der John-Otti-Band studiert.

Wolf: Wie entspannt ein Wladimir Putin eigentlich in seiner Freizeit?
Putin: Ich liebe die Jagd. In die Natur ausreiten, das Gewehr schultern, Füchse, Bären erlegen, auch mal einen Journalisten.
–
Wolf: Woher kommen diese guten Verbindungen zu FPÖ-Politikern?
Putin: Unsere Großväter haben sich in Stalingrad kennengelernt, wir sind in Kontakt geblieben.
–
Wolf: Andreas Gabalier geht auf Tour. Darf er in Russland auftreten?
Putin: Rechtsrock hat in Russland keinen Platz! Faschismus ist kein Verbrechen, sondern eine Meinung. Und Meinungen sind in Russland nicht willkommen.
–
Der Pressesprecher beendet das Interview. Wolf und Putin stehen auf.
Putin im Abgang auf Russisch zu seinem Berater: „Wofür zahl ich eigentlich meine GIS?“

",Welt,2018-06-04 20:31:01,Reuters
171,Neues Feature: WhatsApp präsentiert ehrliche Hakerl,"Mit neuen, ehrlichen Hakerln sorgt der Messaging-Dienst WhatsApp für Aufregung. Die blauen Markierungen informieren jetzt über deutlich mehr Aktivitäten der Chat-Partner als bisher. Die Hakerl sind im neuesten Update verfügbar.

 
",Foto,2018-06-04 11:52:51,Reuters
172,Vor Länderspiel: Deutscher Fanbus mit Tempo 140 in Innenstadt geblitzt,"Vor dem Länderspiel Österreichs gegen Deutschland sorgt ein Zwischenfall mit deutschen Fans für Aufregung. Mit einer Geschwindigkeit von 140 km/h im Ortsgebiet zog die Polizei heute in Klagenfurt einen Fanbus aus dem Verkehr. Der Fahrer, der 47-jährige Deutsche Norbert H. , zeigt sich jedoch wenig einsichtig.
„Alter Falter, was soll die Kacke!? 140 sind doch jetzt hier überall erlaubt in Ösistan, oder nich? Meine Jungs und ich sind doch auch bei der Anreise auf dieser Westautobahn mit 140 Sachen durch die Rettungsgasse gebrettert, und kein Schwein hat gemeckert.“
Norbert H. freut sich trotz saftiger Geldstrafe auf das Fußballspiel heute Abend, und drückt laut eigenen Angaben beiden Teams die Daumen: „Mein Herz schlägt natürlich Schwarz-Rot-Gold, aber die Ösis haben auch unsere Sympathien verdient. Für eine ideologische Missgeburt bewegen die sich eigentlich ganz flott auf dem Platz.“
Keine Strafe
Wie Norbert H. später noch verschmitzt grinsend erklärt, hat sich der Strafzettel inzwischen erledigt: „Mein Kumpel Herbi malocht hier in Wien bei der Polente. N’ganz hohes Ross is der da. Naja, Herbi hat sich um den Strafzettel gekümmert, wenn ihr versteht.“


Gewaltbereite Fangruppe?
Obwohl das Aufeinandertreffen der Nationalteams heute Abend bloß ein Freundschaftsspiel ist, warnen Beobachter vor Ausschreitungen. „Im Bus von Norbert H. wurden mehrere Degen gefunden, sowie Fan-Liederbücher mit extrem gewaltverherrlichendem Inhalt. Wir stufen die Gruppe deshalb als schlagende Hooligans ein und können nicht ausschließen, dass es im Sektor zu Fechtduellen kommt.“

",Sport,2018-06-02 12:01:01,Reuters
173,Galerie: Mit diesen verzweifelten Methoden will Peter Pilz zurück ins Parlament,"Peter Pilz will unbedingt ins Parlament zurückkehren, doch es will ihm nicht gelingen. Jetzt werden seine Methoden werden immer verzweifelter. Hier ein Überblick seiner bisherigen Versuche.
Der Weg über die Kanalisation

Durch die Parlamentswäscherei einschmuggeln

Mithilfe eines Flugzeugs über dem Parlament abspringen

Er bedroht eine Security-Mitarbeiterin des Parlaments mit einer Einladung zu einem Abendessen

",Foto,2018-06-01 13:23:23,Reuters
174,Niemand berichtet über Sozialabbau: Kurz zufrieden mit verdeckter Operation „Liste Pilz“,"Mit großer Zufriedenheit nahm Bundeskanzler Sebastian Kurz heute einen Zwischenreport über den Verlauf der Geheimoperation „Liste Pilz“ zur Kenntnis. Demnach laufe alles nach Plan. Niemand interessiert sich mehr für die Kürzungen im Sozialstaat der letzten Wochen. 
WIEN — „Wir ziehen alle Register, damit die Wähler nicht checken, dass wir letzte Woche die Sozialleistungen für Familien mit Kindern massiv gekürzt haben“, verrät der Leiter der Operation, Agent Serious Streeter.
„Unsere Mitarbeiter gehen an ihre Grenzen“, erzählt er. Gernot Blümel etwa habe sich täglich in einen extrem heißen Schaumstoffanzug gezwängt und war vier Stunden in der Maske, um als die frei erfundene Figur „Peter Kolba“ die Liste Pilz zu sabotieren. Streeter bedankt sich aber auch bei Eva Glawischnig für ihre Rolle als „Martha Bißmann“.
Die Operation ist minutiös vorbereitet. Sollte dennoch etwas schief gehen, ist Kurz bereit, seine Geheimwaffe einzusetzen. Dann wird er Wolfgang Sobotka aus dem Kellerverlies des Parlaments losketten und ihn vor die Haustüren aller Liste-Pilz-Abgeordneten defäkieren lassen.


Weitere Ablenkungen
Nächste Woche sind weitere Kürzungen im Sozialbereich geplant, von denen die Medien abgelenkt werden müssen. Das erbarmungslose Killerkommando „Julian Schmid“ ist einsatzbereit und wartet auf den Befehl, sich in die Liste Pilz einzuschleusen. Streeter ist überzeugt: „Das wird der Jungpartei den Todesstoß zu versetzen.“

",Politik,2018-06-01 12:07:41,Reuters
175,Elon Musk wartet bis heute auf Geld für Mars-Tesla,"Die Kohle ist wohl weg! Unternehmer Elon Musk hat einen Tesla Roadster mit einer SpaceX-Rakete medienwirksam auf den Mars geschickt. Doch Geld gesehen hat er von den Bewohnern dafür bis heute nicht.
„Das ist wohl die größte Dummheit in meiner Karriere“, zeigt sich Musk zerknirscht, wütend und ungewohnt selbstkritisch. Er habe darauf vertraut, dass die Mars-Bewohner den Tesla wie vereinbart bezahlen.
Wochenlang hörte er nichts. Heute sah er in einer Instagram-Story einen befreundeten Mars-Bewohner mit dem kirschroten Tesla, der damit auf dem roten Planeten herumdüste. Auf Elons Nachricht „Money?“ antwortete der Marsianer nur mit „LOL“.
Mitarbeiter verschollen
„Wir wollten Musk vor dem Risiko warnen und haben ihm empfohlen, seine Forderungen künftig bei uns zu versichern. Aber er hat unseren Versicherungsberater einfach mit einer SpaceX-Rakete in die Umlaufbahn des Saturn geschossen“, sagt Mag.a Susi Sicher, Sachbearbeiterin bei ACREDIA, und schaut minutenlang still in den Himmel. Dann sagt sie mit brüchiger Stimme: „Manfred, falls du uns von da oben zuschaust: Wir holen dich zurück.“


Geniale Erfindung
Musk will trotzdem mit der Besiedelung des roten Planeten fortfahren. „Ich schieße demnächst ein Fertigteilhaus auf den Mars. Um mich diesmal abzusichern, habe ich ein geniales System erfunden: Eine Kreditversicherung, die Sie absichert, wenn der Kunde nicht zahlt“, erzählt Musk stolz. „Ich werde sie ACREDIA nennen. Der Name ist mir auch selbst eingefallen.“
Mehr erfahren >




(bezahlte Anzeige)
",Bezahlte Anzeige,2018-06-01 00:00:08,Reuters
176,BVT-Skandal: Die geleakten Google Suchverläufe der Involvierten,"Der Skandal rund um Razzien im Bundesamt für Verfassungsschutz und Terrorismusbekämpfung (BVT) zieht immer weitere Kreise. Was beschäftigt die Involvierten derzeit? Die Google-Suchverläufe geben Aufschluss über das Innenleben der beteiligten Personen.
Innenminister Herbert Kickl

BVT-Chef Peter Gridling

Bundeskanzler Sebastian Kurz



Vizekanzler Heinz-Christian Strache

SPÖ-Chef Christian Kern







",Politik,2018-05-30 11:32:13,Reuters
177,„Es reicht“: Peter Pilz will eigene Liste gründen,"Innenpolitischer Paukenschlag: Nach hitzigen Personaldebatten in seiner Heimat-Partei zieht Peter Pilz die Konsequenzen. Er macht einen radikalen Schnitt und will künftig mit einer eigenen Bewegung antreten. 
WIEN — „Ja, es geht!“ Mit diesen Worten eröffnet Peter Pilz heute seine Pressekonferenz für ausgewählte Journalisten, zu der alle außer der Falter geladen waren. Und ließ gleich aufhorchen: „Ich werde meine eigene Liste gründen. Wir können kandidieren, wir trauen uns das zu.“
Vorausgegangen sind diesem Schritt wochenlange parteiinterne Querelen. Pilz verlor seinen Platz auf der Bundesliste an Martha Bißmann. Diese zeigte sich nicht bereit, zugunsten von Pilz auf ihr Mandat zu verzichten. „Ich habe bis zuletzt auf eine Annäherung gehofft“, so das Liste-Pilz-Urgestein, „aber mein Anwalt hat mir verboten, mich noch einmal jungen Frauen anzunähern.“
Pilz verlässt deshalb mit sofortiger Wirkung seine politische Heimat und will bei der nächsten Nationalratswahl an der Spitze einer neuen Bewegung antreten, um auch am dritten, vierten und fünften Eurofighter-U-Ausschuss teilnehmen zu können.


Der Name seiner Liste steht noch nicht endgültig fest. Pilz schwankt zwischen Team Pilz, Bündnis Zukunft Pilz und Die Grünen.
Liste Pilz unbeeindruckt
Bei der Liste Pilz sieht man den Schritt gelassen: „Wir lassen uns nicht von unserem Kurs abbringen“, so Klubobmann Peter Kolba zur Tagespresse. „Wir machen so weiter wie bisher und werden uns auch in den nächsten Monaten mit voller Kraft mit uns selbst beschäftigen.“






",Politik,2018-05-29 11:34:55,Reuters
178,Schock-Video auf krone.at sorgt für Entsetzen,"Ein schockierendes Video, das der Kronen Zeitung aus Paris zugespielt wurde, sorgt für Entsetzen.
",Foto,2018-05-28 14:55:30,Reuters
179,Sofortmaßnahme nach Fiasko: Schüler können Mathe-Matura von Eltern erben,"Jeder fünfte Schüler ist bei der Mathe-Zentralmatura durchgefallen. Das ÖVP-geführte Bildungsministerium reagiert jetzt mit einer Sofortmaßnahme: Schüler können die Mathe-Matura ihrer Eltern erben. Experten sprechen von einer kreativen wie effektiven Lösung.
WIEN – „Endlich ist Bildung vererbbar! Wir setzen Maßnahmen, um betroffenen Schülern zu helfen“, freut sich Bildungsminister Heinz Faßmann. „Die Schüler können die Mathe-Matura ihrer Eltern einfach beim Notar via Testament erben.“
Die Betroffenen selbst sind gespalten. Während sich Unternehmerssohn und Problemkind Magnus (26) über die endlich geschaffte Matura freut, hat es die aus einfachen Verhältnissen stammende Jennifer (18) aus Wien schlechter erwischt. Trotz jahrelanger Lernerfolge darf sie nicht zur Matura antreten, weil ihr Vater nur einfacher Geselle ist. Sie wollte sich im Herbst am Juridicum inskribieren, muss jetzt jedoch am Bau hackeln gehen.
Lehren gezogen
Die Regierung hat aus dem diesjährigen Fiasko gelernt. „Nächstes Jahr werden wir die Zentralmatura reformieren“, kündigt Minister Faßmann an. Konkret werden alle Maturanten mit derselben Zentralnote 3,7 bewertet. Asylwerber, die maturieren, erfahren ihr Ergebnis erst nach fünf Jahren.




",Politik,2018-05-28 14:17:29,Reuters
180,"DSGVO: Kickl fragt Rechtsextreme, ob sie auch weiterhin im Rechtsextremismus-Bericht bleiben wollen","Ab morgen tritt die Datenschutzverordnung in Kraft. Um keine EU-Gesetze zu brechen, geht Innenminister Herbert Kickl auf Nummer sicher. In einer E-Mail fragt er alle Rechtsextremen, ob sie auch weiterhin im Rechtsextremismus-Bericht bleiben wollen.
„Liebe Rechtsextreme, liebe Nazis, liebe Kameraden! Euer Datenschutz ist mir wichtig“, beginnt die E-Mail, die mehrere Szene-bekannte Nationalsozialisten heute in ihrem Posteingang erhielten.
„Falls ihr auch weiterhin im Rechtsextremismus-Bericht aufscheinen wollt, bitte ich euch um schriftliche Erlaubnis – ganz formlos per notariell beglaubigter Urkunde.“
Vorschrift ist Vorschrift
„Zusätzlich haben Rechtsextreme gemäß EU-Vorschrift das Anrecht, sich zu jedem Zeitpunkt alle über sie gesammelten Ermittlungsakten zuschicken oder gleich löschen zu lassen“, erklärt Kickl, dem Datenschutz schon immer ein Anliegen war: „Seit Jahren fordern wir – Unsere Daten für Unsere Leut!“


Großer Anklang
Ein Lokalaugenschein im Ministerium zeigt, dass zur Stunde bereits tausende Betroffene von Kickls Angebot Gebrauch machen. Innerhalb kürzester Zeit meldeten sich User mit Adress-Endungen wie @identitaere-bewegung.at, @reichsbuerger.ru, @echsenmenschen-world.tv, @fpoe.at und [email protected], um ihre Daten löschen zu lassen.
Datenschutz-Experten bezeichnen die Umsetzung der DSGVO als vorbildlich. Die Vorschrift soll jetzt auch auf andere Bereiche ausgeweitet werden. Schon bald können sich Bürger etwa auch aus dem Vorstrafenregister streichen lassen.






",Politik,2018-05-24 15:12:51,Reuters
181,Häupl-Abschied: Marienstatue im Stephansdom weint Spritzwein,"Für Aufregung sorgte heute Mittag eine weinende Marienstatue im Wiener Stephansdom. Eine erste Analyse durch Dompfarrer Toni Faber ergab, dass es sich bei den Tränen um Spritzwein handelt. Ist das eine Antwort des Himmels auf den Abschied von Michael Häupl?
WIEN – „Ja, die Tränen bestehen zweifelsfrei aus einem Grünen Veltliner, Jahrgang 2016, aus dem Garten Eden, Südhang, gespritzt mit Soda“, erklärt Faber, während er sich seine Schwimmkutte anzieht um ein Bad im Weihwasser unter der Statue zu nehmen.
Das Ereignis sorgt für einen Ansturm, tausende Menschen stehen vor der Statue Schlange. Pilgerer aus ganz Europa sind nach Wien unterwegs, um einen Schluck des heiligen Spritzweins zu ergattern.
Zeichen des Himmels
Die weinende Marienstatue ist heute nicht das einzige mystische Ereignis gewesen. Auf den Baugründen des Krankenhaus Nord hat ein Dornenbusch spontan Feuer gefangen und das gesamte Gebäude abgebrannt. Außerdem erschien mehreren „Heute“-Lesern der Heilige Engel Werner in einem SPÖ-Inserat.


Keines der Vorkommnisse ist derzeit wissenschaftlich erklärbar. Auch die eilig herbeigerufenen Notfall-Energetiker des Wiener Denkmalamtes stehen vor einem Rätsel. Die Behörden haben das Gebiet um den Dom vorläufig weiträumig mit einem Energieschutzring abgesperrt.

",Politik,2018-05-24 12:53:16,Reuters
182,Best of Michael Häupl: Ein Bürgermeister in sieben Artikeln,"
Auf den Spuren von Reinhold Messner: Häupl will Kahlenberg ohne Weinflasche besteigen
",Politik,2018-05-24 00:00:07,Reuters
